,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
294,294,294,conflict,sub08,-15.0,2.526140400929473,0.4097415303730167,1.8031417210826617,1.170973925282308,0-7-8,1.8-1.17,0.0966312115169104,-0.0406578618854956,-0.0540025215890504,-0.06128106958957091,2.374366143080825,0.4332240722032887,146,True,1.707
301,301,301,conflict,sub05,-15.0,2.371240920088244,0.7123787765904069,1.8031417210826617,1.170973925282308,0-4-8,1.8-1.17,-0.0040422716007941,-0.0190011224361056,0.0423129834651139,0.1114785646073514,1.822515092975744,0.8978259806776495,121,True,1.807
314,314,314,conflict,sub03,-15.0,-1.1125138832546888,1.3725134084061297,-1.8031417210826617,1.1709739252823081,1-6-8,-1.8-1.17,0.0263413847018476,0.0043114406437771,0.0362112609522072,-0.03260263090445226,-1.3647831285436005,0.2705579664551269,141,True,-1.829
318,318,318,conflict,sub04,-15.0,1.2829777995041458,0.5213125471975988,1.8031417210826617,1.170973925282308,0-5-8,1.8-1.17,-0.0708039850810598,-0.0034954412235765,-0.0051713742092301,0.07904347159895686,1.2302177121980478,0.2673639556329224,142,True,1.874
325,325,325,conflict,sub11,-15.0,-1.4215253324891834,1.0129523876444628,-1.803141721082662,1.1709739252823081,1-7-8,-1.8-1.17,-0.0214861008492865,0.010883676761325,-0.0379213361247555,0.08014457825931132,-1.7224260636173694,0.324212550619538,121,True,-1.782
328,328,328,conflict,sub14,-15.0,1.5136417059695328,1.0077520021369322,1.8031417210826621,1.1709739252823081,0-7-8,1.8-1.17,0.0115815260616388,0.109322360417384,0.0014850149452539,0.05671500308307109,1.6457807776664024,0.6798834999255683,151,True,1.792
340,340,340,conflict,sub06,-15.0,1.8119822464628428,-0.6155544481561843,2.1104984444124772,0.4102393400595713,2-6-8,2.11-0.41,-0.1296431817300196,-0.0132866763206325,-0.0169638743203331,0.052184597108645425,1.6211451400665138,-0.6723788947456706,116,True,2.24
353,353,353,conflict,sub01,-15.0,-2.032864233399528,1.3919793918240495,-2.1104984444124772,0.4102393400595712,3-5-8,-2.11-0.41,0.0206175784626805,-0.0077513514947259,-0.0218172912775404,0.07861166989977841,-2.437562575127942,-0.4540205881245808,121,True,-2.131
354,354,354,conflict,sub13,-15.0,2.359771970494025,-0.012914219620767553,1.8031417210826617,1.1709739252823081,0-6-8,1.8-1.17,-0.1497285319411523,0.0081742341692917,0.0635176771958059,0.06923058174288588,1.824780895241762,0.1493019359611058,122,True,1.953
355,355,355,conflict,sub09,-15.0,2.577973750589868,0.4636123358580889,1.8031417210826617,1.1709739252823081,0-4-8,1.8-1.17,0.0728882114370513,0.0518788936332215,0.0557788586876333,-0.04883259600576484,2.2997947437656143,0.4249549069216949,126,True,1.73
